text,label
I did NOT like that the breakfast was not including as it was one of the reasons I choose this place.,0
The location was nice. Two bottles of water offered at check in after a long day of travel was nice,1
Male desk clerk was not welcoming| offered no info re breakfast options or any other hotel services. I had noted this trip was to celebrate my husbands birthday| but this was not even acknowledged in any way.Room was very shabby and in dire need of a refurbishment. Previous breakfast option has been replaced with a greatly inferior offering. Only plus point is the hotel's location. Even so I believe I will go elsewhere on my next visit to NYC,0
Service| location| room and view were all great. I would visit here again.,1
Very old looking bedrooms. Poor interior design. The lobby is very good. Bedroom size and furniture layout feels too small too. But the view is magnificent. I'd prefer a nice chair to enjoy the view. Thanks.,1
I was able to get an excellent rate at this hotel and had read the reviews which were positive overall.  I was happy to see that the reviews were accurate.  The staff were very friendly and welcoming.  The amenities were nice: fresh water bottles| coffee and tea in the room| wifi.  Parking garages were nearby but the affiliated garage was full.  I found a better garage (M parking) just up the block with a better rate which worked out well.  The room we were given was on the 31st floor and had amazing views.  Just what I had hoped for.  The only downside is that everything is a little worn around the edges and the sound barrier between the elevators and other guest rooms isn't great.  But it was manageable given the positives.,1
LOCATIONGREAT PLACENEAR THE SUBWAYGOOD SERVICE,1
We loved everything about this hotel although the size of the room was ridiculously small. We felt like we were shoehorned into the Hilton's smallest room.,1
The hotel was comfortable| the beds and shower are amazing| the staff were the best! The down side| the location to the ACE (blue) and 123 (red) Subway is a walk to Times Square| not so convenient| so plan for extra walking time. Another| I DO NOT recommend taking their car shuttle to the airport| even though the desk clerk told me and my husband it is cheaper than a cab (cost $50) it was MORE expensive| $65 a rip off~~did not see that coming!,1
Good service| great location| steps away from 34th Street Station. We'll be back.,1
Check-in was easy and brief| multiple elevators with quick service| the room was clean and no allergies triggered from our stay. The only odd detail was the fitted sheets were too small for the mattress (but the sheets felt freshly washed). Quick walk to Times Square where we were seeing a show.,1
I'm unclear as to which hotel the other reviewers stayed in because it can't have been the one we experienced. Aloof staff on reception| dated and poorly kept decor| damaged dirty rooms and sheets. The real kicker was a real problem with extreme static electricity in the bedding - visible sparks and couldn't sleep without sharp shocks waking us. In the end we had to strip the bedding ourselves and make do. Fortunately we only had one night and moved to The Langham (which is amazing). This hotel is really really poor value for money.,0
Everyone was friendly and helpfull.  They were able to get a handicapped taxi or u each time.,1
Location is amazing!!! Very close to metroRooms are small... especially if you're taking 2 beds. The 3 elevators can't cope with the amount of guests especially in the morning. Service is good very attentive,1
The bed kept making a sound. Even just by sitting on it. The people next door in the adjoining room kept trying to come through the door. And the walls were super thin. We could hear the tv next door.,0
Thank you,1
Very helpful at service desk|room space a little tight. Close to all NYC sights.,1
Great location and very clean comfortable rooms.  Highly recommend.,1
I loved the location of this property! I wish I could've had a view of Empire State but it was cozy and clean. I left my necklace and they had it waiting for me! Thank you so much!,1
Clean & comfortable| perfect for a short stay in the Big Apple!,1
Walls beat up in room near door. Looked scuff marks||||||||||,1
Best location and hotel!,1
I stayed with my family only to visit NYC and my family loved the conditions and location. Also| people in the hotel was also helpful and welcoming (nice and kind). Thank you,1
The room was very clean | comfortable beds | quiet place and excellent location !,1
The location of this hotel is perfect| next to a subway| round the corner from a breakfast bar and a 24 hour food court.  Across the road from a 24 hour Pharmacy| a three minute walk to Herald Square| Macys and other major shops.  The hotel is clean and the staff efficient and friendly.  The standard double room is small| but that is normal for all Hotel rooms in New York so I would not recommend more than two adults share a room. My only true negative is hearing the street noise from 6th Avenue during the night| if you are a light sleeper| the sounds of car horns| sirens and night construction may keep you awake.  We were able to purchase ear plugs from the Pharmacy across the street (I recommend the silicone ones) and that took care of the problem.  I would definately stay at this Hotel again for my next trip to New York.,1
Neat and clean hotel| good size rooms for New York| nice open views with good light| hotel is showing wear -The carpet in the room needs to be replaced| if there's new carpet it would've been a much nicer stay| I definitely felt there was some smoking going on which is not the hotels fault| I could smell it in the room| overall the interior of the room is just a bit tired| and it's only a brief stay but the lime green and brown decorum | is a real quandary :-) horrible combination.,1
Place was great but not having free breakfast was bad.,1
Had a wonderful time and stayed in a great room with a view of the Empire State building. The hotel is in a great location and the staff was great. We were able to check in a little early which was very nice. Only minor complaint would be that the outside noise did seem to penetrate more that I would of liked| but sirens and horns comes with staying in NYC. Overall| great experience.,1
Great property| room are a little bit small but overall it's fine. The staff is really good.,1
The customer service was pleasant. Nothing extra ordinary or friendly. The room needs a lot of improvements though. The room was very dark even with the bathroom light on and door wide open. Carpet is old and some wear are clearly visible near the bathroom and TV area| even in the dark. Bed covers need an update. The bed was uncomfortable but there was a good number of pillows. The headboard wall was an unpleasant dark green wallpaper. The room was clean. The standing lamp needed a new bulb| that was replaced the same day we called. Coffee maker and mini fridge in the room was good. The hotel is conveniently close to the train station and subway. There's a storage room for luggage while you wait for rooms to be ready and a cozy sitting area on the corner. The small bar was open for alcoholic beverages but we skipped that. They have a grab and go breakfast/snack corner if you're in a rush. We didn't purchase anything from there. It's an okay hotel and there are better ones in the same area for close to if not the same price but it was a long weekend so they'll charge according to occupancy demands. We are choosing another hotel brand next time.,0
Great location safe hotel clean and comfortable for business or vacation,1
Very clean| courteous and helpful staff| close proximity to everything .Comfortable beds| huge showers all the amenities of home -hair dryer| iron| ironing board| microwave| fridge. Nice clean cafe with breakfast items as well as lunch. If you are a Hilton Honors member it is free otherwise you pay for your food. Convenient for guests. Amazing view of the Empire State Building! Parking garage right down the street.,1
Good time for check out |the room was clean and good location near to subway.,1
This hotel was very clean 😊Staff was very friendly and helpful 😊,1
This Garden Hilton is comparable to a Holiday Inn Express.Breakfast would have been better at McDonald's around thecorner but less convenient. Its the location of the hotel just a fewblocks from Penn Station that is its great advantage.,1
Excellent location in the heart of Manhattan| and Kim was a very helpful member of staff.,1
The property was perfect and near all the attractions and stores. The staff was very polite and generous| i love the room I was in with the view of midtown. Everything went perfect!!,1
Breakfast should have been complimentary.Overall everything was fine.,1
Very clean room. Staff was very polite. Quick check out,1
Great experience.  Great view.   Very clean room!  Quick check in| and elevator to 31st floor wa very quick!,1
I like that my family especially my daughter who was being sworn in that mon. Sep 9th| loved the scenery of the empire state building right behind our room| and what i disliked is when arrived only 1 room was available| therefore we was told it be ready at 3:30 for us to come back| we did to find that it still wasn't ready| and lastly the final morning my mom snd daughter ran out of toilet paper called down stairs to let desk know| an hour went by and still no toilet paper| so my daughter finally called the desk again to cancel because no one responded| and 3min. Later they csme up with toilet paper.,1
Nice place good price and location| slight walk (1.5  lock) for parking and center of times square. No bible in the room and pillows weren't very good. Otherwise good to go!,1
Everything was excellent thanks.,1
The property was in a great location| within easy reach of the subway| shops| restaurants and attractions. Staff were very polite and helpful,1
Very clean and very nice & helpful staff!!! Definitely coming back!,1
When we arrived the front desk immediately made us feel like home.,1
Clean and friendly staff. Steps away from the Empire State Building Great walking location to all major streets and subways,1
I searched and read a lot of reviews before choosing a hotel in NYC where space is limited. Don't expect a typical size room but this room was just fine! Plenty of drawer and closet space. Microwave| fridge| and coffee maker. Comfortable a/c. Elevator didn't have any waiting. Subway close by or a couple blocks away depending which train you need. Right by Herald Square and Macy's| walking distance to Time Square| Uber was very accessible. We were in town for the U.S. Open so we didn't spend much time in the hotel| but it was nice to have plenty of space to unpack our things for the week.,1
Overall it was good... it would've been better if parking was included... had to park mikes away and walk to get to the room,1
I really enjoyed my stay at the Hilton Garden Inn! The staff was super friendly and the location was amazing! It was centrally located and in walking distance to shopping| Times Square| and Bryant Park!  The view of the Empire State Building from my hotel window at night was simply delightful.,1
The location was perfect for sight seeing. The staff were friendly and helpful. The building did not feel old and dirty.,1
This Hilton was an amazing value. Great location with a subway stop steps outside the door and a few blocks to penn station. Front desk staff was some of the beat I have ever had. They were so nice and friendly| they gave us bottled water at check in and gave my girls granola bars. Room was clean and good size for NYC. We could see the Empire State Building from our window. Will define use this hotel again!,1
I was there for only 9 hours mist of that was sleeping BUT front desk very accommodating. A women.... missed her name...when she heard driver| car| 5:00 AM. She was ON IT...,1
Great experience.. awesome location.. convenient location to get around NYC| & catch public transit.. Wonderful| accommodating staff.. Thank you.,1
Great Location. Check in was easy.,1
The hotel was in an amazing location. We had a fourth floor double room that had a view of a brick wall and two yucky windows. Hey it's New York! The room was small but workable fir three of us. The bathroom was pretty small but for one night ok. I think if we had been there a week would have been an issue. The wall in the room was pretty scuffed up so would do with some TLC.,1
Room wasn't ready when we checked in.Location is great for a concert.,1
Location was convenient to lots of things and room was quiet,1
Good location| clean| helpful staff. Only negative was that the room was pretty tight.,1
Convenient location| fantastic staff| very clean and comfortable,1
Very Clean| friendly staff. Cheap stay near the main attractions.,1
The staff was so nice and welcoming. We had a really great time here. It's the perfect location near Times Square and not to expensive.,1
Staffs were friendly and were we offered water on arrival.,1
Perfect location! If I was being overly critical I'd say the pillows were terrible.Walking distance and/or basically 3 stops from anywhere you'd wanna go. Clean & beyond great for the price point.,1
Overall| very happy with my stay. I got a room on the 29th floor with a city view and I was amazed at the view I got. Will definitely stay here again when it's a night out in NYC,1
Close to everything... Easy to get around... Choices abound...,1
The room was small| too small for a sofa| overlooking an office building| but the room was very quiet| the king bed was extremely comfortable| the amenities include a full refrigerator| and the bath and room were clean and updated. The location is great. We twice went to the popular Izakaya MEW restaurant next door down some stairs for Japanese food . We would stay again.,1
no breakfast| had to leave the property for good breakfast.|good housekeeping,1
I had a great stay at the Hilton Garden Inn!  I was in NYC for work.  Janice at the front desk was great as was Sean the bartender.  The room was clean and more spacious then many hotels I have stayed at in NYC.  The shower was great| good pressure and hot.  It was in a great location near my office (Empire State.)  I would recommend.,1
We felt spoiled staying at this hotel at such a reasonable rate for the location. We checked in late at night and were greeted by very friendly staff who checked us in quickly. The view from our room was great| with the Empire State Building right outside our window. Our room was clean and quiet. The noon checkout time was also perfect since we had a late arrival; we got the rest we needed to enjoy the day. Thanks so much!,1
We were on a two day tour of city. The location could not have been better! Hope to stay at Christmas.,1
Had a great stay here - perfect location| clean & spacious room,1
The room was smaller than I expected| but this hotel is at a great location. In walking distance of a lot of great stuff.,1
Stayed here for a night while on a work trip. Room was clean and large. Bed was comfy. Staff was pleasant upon check-in. Hotel is located right next to all major subway lines. There are a lot of restaurants in the area. I enjoyed my short stay.,1
The Garden Inn Hotel is wonderful Friendly staff| good sized bedrooms and really comfy beds. We were on the 24th floor and it was very quiet at night. It is only about 10 minutes walk away from Times Square and the subway station is just steps away from the front doors. Perfect.,1
It was worth the money spent and in walking distance to time square. The staff was extremely friendly.  Great experience. Would definitely come back and stay again.,1
The location is great| you are ckose to everything within walking dustance. The staff are friendly and heloful.,1
The ENTIRE staff was extremely friendly and professional. Front desk| housekeeping| bag check. The bed was very comfortable and that's a godsend considering I don't sleep well in hotel beds. Great location from the main bus stop. Overall excellent value. Will book again in the future.,1
Great location with very fast check in so could go straight to our room to rest,1
The staff was very friendly and helpful. Gave great advice on traveling around the city and to the airport.,1
My daughter and I greatly enjoyed our stay at the Hilton Garden Inn.  The room was immaculate; the bed was comfortable; the bathroom had a great power shower; the soundproofing was excellent; there were plenty of channels on the TV; the WiFi was optimal: there was a microwave and a mini fridge.  The staff were extremely helpful; the hotel is less than a block from public transit.  Would I stay there again!  Oh| yes| with pleasure!!,1
The hotel was perfect in every way. The staff was great and took care of everything we needed.,1
First time in NYC and we loved it! The hotel was very comfortable and clean. Location wise it was very convenient. Definitely will be back!,1
Great staff who helped both on Reception and guides fir the area. Extremely good location,1
Nice hotel. Great area. Very close to Subway and Path Train stations. Walking distance to Times Square| Empire State Building| etc. Room was clean. AC worked wonderfully. Refrigerator and microwave in room! Great customer service. Only issue (and it's not exclusive to this hotel) is that check-in time is very late. Thanks!!,1
Easy check in. Amazing location not far from where the mega bus dropped me off at. I would definitely stay here again.,1
Clean and comfortable. Steps from a subway stop and easy access to Penn Station. Nothing fancy| but a good price for the location.,1
Hotel was good once you get in. I had a late arrival at 11:30pm. Street outside was full of people lined up for the club in the hotel next door. Not a problem for me but some people may become stressed.,1
I asked the gentleman who checked us in if we could switch to the Hilton Garden Inn on 33rd street| as I booked that hotel in error| and he said no. When I went to the Hilton on 33rd street and talked to the manager there| she said that he should have let us switch since it was the same hotel.  Our bedding was horrible| not big enough to fit the bed so my husband and I were constantly fighting for the sheets.  And the bathroom was old and outdated.,0
The hotel was in a great location and all of the staff there were fantastic and were so friendly and helpful.,1
Loved the hotel staff Very nice hotel right by MSG Couldn't believe the price! Very happy about our experience,1
Nice hotel| great location.,1
Very convenient Location and friendly and helpful stuff.,1
The hotel as well as the room was clean. Even the room was smaller (typical for NYC) it didn't feel cramped. Staff was extremely nice and helpful!,1
The room was clean but could use a little refresh. The staff at the front desk were very helpful and kind. I needed to stay near Penn Station| so this worked well for me location wise (although Midtown is not my favorite area in the city!). I stayed for two nights and spent most of my time outside of the hotel.,1
Enjoy are stay everyone was f friendly different recommend this place location was great had a little issue with key but it got taken care of will definitely stay here again really enjoyed it first time staying at this hotel it was really nice,1
Location| desk clerk| room was cleanHard to see from the street.,1
Great location for visiting the garment district and other attractions.,1
Location good|limited facilities and our room was quite small and dated.,1
Great place great location. It's just next to the subway entrance Korean street. I enjoy the food there.,1
This hotel is close to Herald Square and Macys etc. it's right around the corner . Also only a few blocks to Times Square without all the madness . My room had a brilliant view of the Empire State Building. Lots of shops| delis||restaurants of all flavors. On top of the convenience to the subways | the price was outstanding,1
Loved the location 10 min cab to every attraction. The staff were incredible. The service was unbelievable. I was provided food options that were amazing. The hotel lobby is small with no restaurant and room was small but its NYC its understandable. Excellent value! Best deal. Definitely would stay here again!,1
The hotel was very nice. The staff were extremely friendly. The only downside is that the rooms are very small (it is New York|though).,1
I loved that we were able to leave our bags there until our room was ready for free.,1
Received wrong room| payed extra for specifics and did not receive even close.,0
Walking distance from Penn Station. Several restaurants within walking distance and close to public transit stops.,1
Parking service provided by hotel was not that reasonable.,1
Good no frills hotel.  Right on the edge of Ktown so lots of good Asian food| but not more than a 10 minute walk to Times Square| Penn Station| or Grand Central Station.,1
The stay was decent. There was confusion beginning with the site. It it had me double booked for the same dates| so wind up paying and extra $297| for a room that I did not book. Manager said it was too late to cancel and charged me. When I had a co worker who needed a room| I was told room was not available for stay b/c they resold the room after I paid for it. Manager (not helpful again) Refuse to offer any resolution. In addition| was told they would not honor my Hilton rewards| because I booked through Hotels.com and not them. Never experienced that before either| I travel weekly and always use a 3rd party site to book and never have this problem. They will never have to worry about me staying with them again. So disappointed in the handling of the situations.,0
Great location| 200 metres to the metro. Easy access to all the sights. Room was dated but much larger than I expected. It had a small fridge and a microwave. I found it odd that there was no crockery or cutlery for use in microwave| not even a cup or mug. I asked for a cup at reception| but they could only give me some cardboard ones!,1
Location was great. Near shopping restaurants and Amtrak,1
Hotel and staff were really great. They held our bags before and after checking in. The hotel was quiet and the beds were comfortable. Location close to lots of things. The only thing I didn't like was the $50 fee that the hotel charged above the price that I booked on Hotels.com,1
They took multiple amounts of money from my card after playing up front for my stay was assured I'd be refunded home now 3 wks and still have not received my refund. I have sent email after email and ha emt heard a thing back.,0
Great location and courteous staff. Spacious room by nyc standards.,1
This is a good choice if you're looking for basic economy| cleanliness| and location.  We stayed in NYC for 4 nights and this hotel was exactly what we needed.  Beds were comfortable| room was clean| location is good.  Quick walk to the subway just around the corner for good access to the city.  Room was a bit larger than others we've stayed in at NYC.  A little noisy outside the window but nothing out of the norm.  Would recommend as a good economy value.,1
Missed the breakfast restaurant that was there last time I stayed there.,1
When checking in| my two reservations were not listed in the hotel's database. They had to call Expedia to confirm the reservation existed| and was a huge waste of precious time while on a tight schedule.,0
They would not give us Hilton Honor points for the stay - bummer.,1
Great view of the city of New York| but a small room.,1
We enjoyed this garden inn. It was conveniently located near Penn Station and we were able to walk all of Manhattan. They are able to hold your luggage for you before and after your stay which is very nice in the city. We did not eat or go to the bar but it was nice that it was available. We had a beautiful view of the Empire State Building.,1
Excellent location steps from the subway and Herald Square. The staff were all super friendly and helpful.,1
It was very close to our venue|  The staff were excellent and accommodating,1
A nice place to stay| good location and friendly staff!,1
We frequently come to NYC and liked many midtown hotels. For this hotel we only Like one thing location.  Dislike many things: front desk lady| no complimentary breakfast| no coffee| no fountain water| no fruits| no pleased deco| no good price| no friendly offer an extended checkout hour. Will never book this one again.,0
2nd stay here| I will definitely be back!,1
Conveniently located near Penn Station - hotel was very busy with some kind of teen tour but one expects these things in NYC. Overall a nice and reasonably quiet place to stay.,1
The location was fantastic and the staff were helpful and polite. We had a great city view from our room.,1
Love it close to everything even to Penn Station which took me to Boston. Will be back someday.,1
Convenient location| cost-efficient and clean. AC in my room was quite noisy and tended to turn on in the middle of the night| otherwise no complaints.,1
"Love the bag check in when the rooms aren't ready ""early"".",1
Excellent location and a majority of the staff were very friendly| Jay was great. Expedia messes things up a little as when I cancelled my Hotels.com booking it cancelled Expedia but the hotel managed to find us a room. The rooms are a little dated but for a NYC hotel it was excellent value for money. Having a microwave| fridge and coffee machine in the room was bonus. Would definitely book this hotel again.,1
It was clean| the staff was great| the rooms were a decent size. It was just a bit of an older building.,1
Will stay again on my next visit.,1
Close to our MSG event.,1
The location of this hotel cannot be beat| right next to a subway station| and about a 5 minute walk from Penn Station. Pricing was reasonable. Service was good. The rooms themselves were clean and the pillows weren't the most comfortable. My only real complaint was that the room had some definite heat retention issues and the temperature was incredibly irregular. It took the heater quite a while to actually respond to the colder temperature in the room| and once triggered| the sound from the heater is overwhelming and impossible to ignore. So while I would recommend this hotel| I would also strongly suggest bringing some layers for your time in the room to compensate for the temperature issues.,1
Perfect location| friendly staffs| spacious room and comfy beds. Nothing to complain. I will probably come back here whenever I visit NY.,1
The location was terrific| staff were very helpful and the hotel was clean. The maintenance team had to come and swap out a thermostat in the room as the temperature could get too high at night despite a reading of 65 degrees. They were prompt but I am not sure that the original problem was fully solved. We had brunch in the restaurant one morning and it was a bit disappointing for the cost. The chef at the omelette station was good but the coffee that was served was not hot and fresh fruit was not all that fresh. It was a nice meal just a bit overpriced in my estimation. I would return to this hotel and would recommend it to others providing the per-night cost is competitive.,1
Convenient Location for business and leisure. Empire State building close proximity too.,1
It was all cleanly and good for the price. Not a large room| hotel is a bit old| but all we needed was a bed and a shower and this was a great price point. Location is fantastic. Customer service was somewhat awful - no one was particularly friendly| all seemed bored and fed up.,1
Small but sufficient room| had everything we needed for a week's stay as a couple. The location can't be beat| you are on Macy's doorstep with major subway routes| tourist attractions| restaurants and bars only a few minutes' walk away. This makes the location a little noisy 24/7 from the streets below| but to be expected when you're in such a prime location. Shower was a little slow to drain after each use| but otherwise amenities were modern and reliable. The room we stayed in did not have a main light on the ceiling| so we were often turning on every lamp/light source in the room to illuminate the space properly.,1
Great location| very easy to get to subway and walk to Broadway shows and Empire state. Great value room| however mattress was clearly a bit old as it sagged where others had slept,1
Great for catching shows at the Garden.,1
Location is great and property was clean but dated especially for the price.  Room was on the 31st floor and could hear the elevator going up and down all day and all night.  No room service available. No parking by hotel| only contracted parking.  Neither the Hilton front desk nor the contracted parking garge informed me that once your car is parked| and you leave| you must pay the max FULL day rate.  This cost me an extra $50 just to check in and off load the bags.  After some descusion the front desk agreed to take care of the parking fee due to the misunderstanding.  When the front desk asked how my stay was I said I couldnt sleep because of the elevator noise they just shrugged and asked how the rest of the stary was.  When I reviewed the invoice I saw the parking charge that was supposed to be removed.  I requested the adjustment for checkin parking be honored| they refused.  Will not be staying here again.,0
This hotel is convenient to Penn Station and Herald Square,1
The room and bath were a good size and clean. Laundry service was perfect. location of the hotel is great| close to many things.I would prefer firmer pillows| not the kind you sink in.,1
Treated us poorly cuz we booked through Expedia. Got a bad room.,0
In town for an event at MSG. great location| good up-to-date facilities| welcoming staff,1
The rooms are a little small but that is what you expect in NYC| but the most important part for us was location and this is perfect. It's blocks from Times Square and Grand Central| right next to Macy's| and has a Subway station outside the front door that is incredibly useful. Clean and good service too| plus our room had a beautiful view of the Empire State Building. Definitely recommend them.,1
Great location and spacious.Staff were very helpful and professional. We were very pleased during our stay.,1
Very clean and convenient locationSmall rooms but very nice overall,1
Pro: decent size room for NYC hotel. Microwave and fridge in the room. Great location and room was quiet.Just a note: the windows were not cleaned (on the inside - greasy marks)Con: Personally I didn't find that the bed was comfortable. It was making noise when moving around in it.No porter and no luggage carts were available when we arrived (maybe it was due to Christmas time)However| I would recommend this hotel| as it has more too offer than others at the same rate.,1
Amazing location and spectacular views of the Empire State Building from our room. The staff were fantastic!,1
Perfect area to stay—near Empire State Building| Herald Square| Macy's and good restaurants.,1
Family trip. Friendly service| comfortable room| great location! Parking around the corner for a fee. We will definitely return!!,1
This hotel is our favorite | we have stayed there at least 5 times and always are treated well | room was good and the amenities are always great ! I highly recommend this hotel,1
The manager helps us with our request to transfer our room from the lower level to the 25th floor.  It was a fabulous room overlooking 6th ave and 35th st where we had a good view of the Macy's parade.  Small but cozy|clean and helpful staff.  Thanks for a wonderful thanksgiving experience in New York.,1
Always a wonderful stay.  Staff is so courteous| great location and we never have a bad experience.,1
Service was good — they kept our bags for us while we went to a show| then came back later and checked in. Room was quite small| even by NYC standards.,1
Awesome staff! George at the front desk was awesome.  He took care of us and made sure we had a good stay.  Our room was clean and hotel is in good location.  I will be sure to visit this hotel.  Thank you George and the staff at Hilton to ensure our stay was better than good!,1
Rooms are too small| elevators don't work| didn't clean our room until late in the day| restaurant over priced.,0
This was a great location to our stay. Everything was about 20 min cab or train ride.,1
Close to Herald Square !! Great location!! Close to Shake Shake !! Macy's!!,1
Location is really perfect for Time Sq and Broadway. The square out front of the hotel is ideal. Small rooms are no problem| just head down and snack/drink at the square and watch all the activity go by.,1
Great location close to shopping| restaurants and theater.,1
Great location| close to all the places we wanted to visit and subway station on corner.,1
Clean and nice. Team was very helpful,1
Great hotel very close to the Empire State Building| Broadway and Macy's.  Brilliant views of NYC from the higher floors.  Clean| comfortable room of a decent size.,1
Hilton Garden Inn New York on West 35th Street was ideal for what I was looking for.Staff were friendly and helpful.Room was clean and comfortable. I was on 6th floor so not much of a view| need to be on higher floors for that.Hotel location was central for many attractions and sightseeing,1
We stayed here for a week as a couple in September on our second visit to the City. Had no problems with the hotel| only the usual inconsiderate guests that decide to hold a lengthy conversation in the corridor outside our room late at night. (this seems to happen in every City hotel we stay in). Staff were friendly and efficient. Check in and out were painless. Had breakfast in the hotel on one occasion and couldn't fault it - plenty to eat/drink. Good service and clean. Had a lovely room with a large window to appreciate the city view we requested.  Rooms were spacious and bathrooms clean with plenty of hot water.,1
Very clean nice Hotel. Great location. Nice large room,1
Great location| comfortable room| good price| nice convenience food shop in lobby,1
Was a great experience. Checking was smooth quick and easy. They were also very accommodating storing our luggage the next day.  Would for sure stay here again.,1
Nice hotel and great location. Close to a lot of restaurants and shopping area,1
Fantastic location and within easy walking distance from Penn Station. City view room was perfect with really comfy bed.,1
Had a business assignment in midtown Manhattan for 2 weeks.  This hotel was 3 blocks from the office and near restaurants and Macy's. Worked out perfectly.  Comfortable| clean room and friendly staff.  Got a great rate too for NYC.,1
Very good location. close to time square and subway on door step. room and lobby was really tiny| one chair on table so 2 people can not sit on chair in room!  Have to sit on bed only. only bed side lamp/light in room| not enough.,1
Very happy with the Hilton. Version friendly and clean.,1
Small parks like Bryant| Tutor & the Highline were the best finds,1
Hotel location is very good for visiting the time square are.The breakfast could be better in terms of choices.,1
Great location| staff and room quality and cleanliness,1
Convenient location to stores| attractions and subway. A hop on and off bus is also 1 corner away. Very basic amenities.,1
Everything was just great from check in to check out..,1
Sadly the aircon unit made so much noise that sleeping a full night without being woken up several times is impossible| which defeats the purpose of staying in this hotel| since you want to be able to sleep.,0
The hotel is a convenient walking distance to Times Square| Central Park| the Empire State Building and Rockefeller Plaza.  We got to the hotel early and there wasn't a room ready yet so the clerk offered to hold our luggage while we explored the area.  Parking is in a garage on the next street behind the hotel.  All the staff was friendly and helpful| the beds were comfortable| and the shower was able to get very hot.  Excellent stay!,1
The location is good| near Macy's| Penn Station| and many restaurants. We stayed for a night.The room is spacious| but a bit old and dirty. There is a big flat TV| a microwave oven| and a small refrigerator|  but we did not use them. Free wifi is provided| but no USB charger in the room!,1
Great location| great condition| friendly staff,1
The location is very convenient. My room is on 30th flood. I love the view.,1
Nice hotel close to railway station with beautiful view.,1
Location was excellent for shopping| attractions  & restaurants. Room size was decent in NYC standard & was clean. Complementary water (no coffee or tea) supply was a joke. 4 nights stay| every night back at hotel 7-8pm| it was always empty or no cups. No ice machine anywhere!! It was 90°F hot summer days. Even 2 stars hotels (most) have better service than this.,1
Perfect location to my office on Broadway btw 35th and 36th,1
This hotel has an amazing location| a couple of steps away from times square. Subwaystation right outside the hotel| and a lot of shopping|dining etc in the area. Friendly and very helpful staff made this a great experience. I would absolutely recommend this hotel.,1
Good location and comfortable room,1
I am overall  happy with  the stay at  the hotel.  Great location|,1
Everything was great. Only booked a room with view on the city and expected to be able to see the empire state building| but turned out to be a room at the other side of the building. Anyway still a good view from the 24th floor :-),1
"The room wasn't exactly ""newly renovated"" as I read somewhere but it was spacious by NYC standards| super clean| comfy beds| nice TV| fridge| great Keurig coffee machine|... Staff was great! Only issues were with the key cards and coffee refills but everything was solved quickly and not really a problem. Only had breakfast there on the last day. It wasn't very good but there were enough locations around the hotel to have a nice breakfast. Location was fantastic! I will definitely be back!",1
Christmas in New York is great,1
Excellent location in midtown,1
The larger rooms (by New York standards) and the gym were great features,1
Nice room| solid bed| lots of hot water. great selection of TV channels| great restaurant Herb 'n' Kitchen| friendly staff,1
The grab and go kitchen had hot food and good selection. Great for on the way to early am meetings.,1
I was very happy with my stay. The staff was wonderful!,1
The rooms were tiny| which can be understood given it is NY. However| they were so dry and dusty that we had issues simply sleeping for the entire stay. No amount of water or keeping the windows open spared us from the dry air.Aditionally| a magical charge of $68.86 showed up on my card and there was no one to contact. Customer service directed me to concierge who was never available. I even sent an email to the address they asked me to| and no response.Was it a good stay? Sure| it offered a bed and a decently clean room. Would I stay there again? Never.,0
Waiting 20 minutes to check in at 11:30 pm.  After waiting 30 minutes earlier in the day| only to be told that it would cost $55 to check in early.  Then another line and $5 more to leave one small piece of luggage.,0
I booked this specifically because it was dog friendly for larger dogs. No place for the dog to use the bathroom. Their answer was pee and poop on the sidewalk. Parking was a nightmare. No valet except once you're already in the garage. The room was falling apart and one of the most disappointing of our travels up the east coast for the cost. I booked the Hilton bc of their name and reputation. But I was very disappointed.,0
The room was excellent. However the food options were disappointing. I would have liked one full service restaurant.,1
Great location. Nice hotel amenities. Friendly and helpful staff,1
too much noise and limited services. i have been disappointed.,0
A couple Towels had some dirt on them| but most were clean,1
The only thing that would have made my stay better would have been having a coffee maker in the room.,1
I wish there was a coffee maker in the room and we would have liked more options for room service.,1
My husbend and I stayed at Hilton Midtown for 5 nights a week ago. Because it was relatively warm outside| hotel management decided to shut down whole heating system in the building. But the huge problem was that NOONE INFORMED us about that. Thinking that we put heating on high while went to bed| we slept under cold air coming out of the system.Of course I got sick| missed two meetings next day| travelled overseas in terrible condition with high fever and even now| after three days of arrival| I am on antibiotics. P.S. management did not even apologize| they just sent an extra blanket for me.,0
They wanted to charge $55 to check in three hours early. But $55?,1
The room Was available early. BUT charged me 55 dollars to get in room early.  I thought this was totally wrong.   No one was going to use the room until I got in| so why charge me to get in it.  Will not be staying here again if they don't comp me on this. And then another 34 dollars for resort fee?? Wow. Cost me 329 and 70 for parking to stay from 3pm until 12 the next day.  So overrated!!!!   400 a night| never again. Not worth it!  Off season! New Years and Christmas was over!,1
perfect located at the heart of manhattan| near and close of everything at Nyc,1
Excellent property| excellent location!! Always a favorite!!,1
The resort fee is charged| regardless of whether you use it or not.,1
My daughter and I stayed at the hotel over the Holidays (2019) and the hotel was extremely busy with so many tourists. We found that the hotel staff was patient and friendly| from check-in to our house keeper| taking care of so many people and their needs. We enjoyed our stay!!,1
Great double bed suite for the family and breakfast in executive lounge.,1
The only bad doesn't have coffee machine in the room,1
